SECRETARIA,CÓDIGO MUNICIPIO, NOMBRE MUNICIPIO, CÓDIGO ESTABLECIMIENTO, NOMBRE ESTABLECIMIENTO, CÓDIGO SEDE, NOMBRE SEDE, ZONA, DIRECCIÓN, TELÉFONO, ESTADO SEDE, NIVELES, MODELOS, GRADOS,SECTOR
BOYACA,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000416,ESC LA PAJITA,RURAL,VDA PRIMAVERA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15244,EL COCUY,215244000131,I.E. EL CARDON,215244000297,ESC PANTANO CHIQUITO,RURAL,VDA PRIMAVERA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15248,EL ESPINO,215248000208,I.E. CASCAJAL,215248000054,ESC PIEDRAS DE SAL,RURAL,VDA PIEDRAS DE SAL,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,TEJIENDO SABERES","-1,0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,215248000119,ESC SAN RAMON,RURAL,VDA SAN RAMON,3134138565,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15248,EL ESPINO,115248000017,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,215248000143,ESC LLANOLARGO,RURAL,VDA LLANO LARGO,3134138565,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15276,FLORESTA,115276000014,I.E. HECTOR JULIO RANGEL QUINTERO,215276000221,ESC CHORRERA PARTE ALTA,RURAL,VDA CHORRERA ALTO,,CIERRE TEMPORAL,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,4,5",OFICIAL
BOYACA,15293,GACHANTIVÁ,215293000111,I.E. GUITOQUE,215293000171,C E GACHANTIVÁ VIEJO,RURAL,VDA GACHANTIVÁ VIEJO,3153115424,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15296,GAMEZA,115296000011,I.E. JUAN JOSE REYES PATRIA,215296000121,GUANTO,RURAL,VDA GUANTO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,22,23",OFICIAL
BOYACA,15299,GARAGOA,315299000371,COLEGIO CRISTIANO MANANTIAL,315299000371,COLEGIO CRISTIANO MANANTIAL,URBANA,KR 10 8 48,7500147,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
BOYACA,15299,GARAGOA,115299000011,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000083,ESC GUAYABAL,RURAL,VDA GUAYABAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15299,GARAGOA,115299000011,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,215299000237,ESC BANCOS DE ARADA,RURAL,VDA BANCOS DE ARADA,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15322,GUATEQUE,315322000244,JAR INF SUEÑOS DE MI INFANCIA,315322000244,JAR INF SUEÑOS DE MI INFANCIA,URBANA,CLL 11 NO 6 40,7540412,CIERRE DEFINITIVO,,,,NO OFICIAL
BOYACA,15322,GUATEQUE,115322000016,I.E. TECNICA ENRIQUE OLAYA HERRERA,215322000126,ESC CHORRO DE ORO,RURAL,VDA CHORRO DE ORO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15325,GUAYATÁ,215325000321,I.E. TECNICA LAS MERCEDES,215325000071,ESC RINCON ARRIBA,RURAL,VDA RINCON ARRIBA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15325,GUAYATÁ,215325000321,I.E. TECNICA LAS MERCEDES,215325000097,ESC FONZAQUE ARRIBA,RURAL,VDA FONZAQUE ARRIBA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15325,GUAYATÁ,215325000321,I.E. TECNICA LAS MERCEDES,215325000283,ESC CHITAVITA,RURAL,VDA CALICHE ABAJO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15325,GUAYATÁ,215325000089,I.E. SOCHAQUIRA ABAJO,215325000151,ESC TENCUA ABAJO,RURAL,VDA SOCHAQUIRA TENCUA ABAJO,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15332,GÜICÁN,115332000294,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,115332000294,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL,URBANA,KR 5 5 21,789 72 39,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,12,13,21,22,23,24,25,26,41,42,43,44,45",OFICIAL
BOYACA,15332,GÜICÁN,115332000294,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,215332000108,ESC SAN FRANCISCO,RURAL,VDA SAN ROQUE,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","-1,0,1,2,3,4,5,22,23,24,25,26",OFICIAL
BOYACA,15362,IZA,315362000093,I.E. TECNICA SERGIO CAMARGO,115362000108,ESC BUSAGA,RURAL,VDA BUSAGA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15367,JENESANO,115367000017,I.E. TECNICO COMERCIAL,215367000232,ESC PAECES ALTO,RURAL,VDA PAECES ALTO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15367,JENESANO,115367000017,I.E. TECNICO COMERCIAL,215367000097,ESC RODRIGUEZ,RURAL,VDA RODRIGUEZ,7363185,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15368,JERICÓ,115368000151,I.E. TECNICA LOPEZ QUEVEDO,215368000040,ESC TAPIAS,RURAL,VDA TAPIAS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15368,JERICÓ,115368000151,I.E. TECNICA LOPEZ QUEVEDO,215368000201,ESC LOS GALAPAGOS,RURAL,VDA TAPIAS,31115161305,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15368,JERICÓ,115368000151,I.E. TECNICA LOPEZ QUEVEDO,215368000228,ESC SANTA HELENA,RURAL,VDA ESTANCIA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15368,JERICÓ,115368000151,I.E. TECNICA LOPEZ QUEVEDO,215368000210,ESC SAN RAFAEL,RURAL,ESTANCIA,7880321,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,SER","0,1,2,3,4,5,23,24",OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000168,ESC RUR COMEJOQUE,RURAL,VDA OCHICA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000249,ESC RUR EL MORAL,RURAL,VDA OCHICA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER","0,1,2,3,4,5,21,22,23,24",OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000338,ESC RUR CUETA,RURAL,VDA GUAYABAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000346,ESC RUR CHISVITA,RURAL,VDA GUAYABAL,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,115377000023,CONC URB,URBANA,CASCO URB,6349508,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL","-1,0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000087,ESC RUR SALITRE,RURAL,VDA SALITRE,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15377,LABRANZAGRANDE,115377000015,I.E. TECNICA VALENTIN GARCIA,215377000141,ESC RUR LA MONTAÑA,RURAL,VDA OCHICA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER","0,1,2,3,4,5,21,22,23,24",OFICIAL
BOYACA,15380,LA CAPILLA,315380000114,I.E. LA CANDELARIA,215380000098,ESC BARROBLANCO,RURAL,VDA BARROBLANCO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15380,LA CAPILLA,315380000114,I.E. LA CANDELARIA,115380000026,CON URB,URBANA,CLL 4 NO 2 02,7539153,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",OFICIAL
BOYACA,15401,LA VICTORIA,315401000276,I.E. ALFONSO LOPEZ PUMAREJO,215401000042,SAN MARTIN,RURAL,VRDA. SAN MARTIN,3193715322,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,ESCUELA NUEVA","0,1,2,3,4,5,6",OFICIAL
BOYACA,15403,LA UVITA,115403000011,I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,215403000210,SEDE EL NOVILLERO,RURAL,VDA SAN BERNARDO,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15403,LA UVITA,115403000011,I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,215403000082,SEDE SAN BERNARDO CENTRO,RURAL,VDA SAN BERNARDO,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15407,VILLA DE LEYVA,215407000087,I.E. LUIS CARLOS GALAN SARMIENTO,215407000087,I.E. LUIS CARLOS GALAN SARMIENTO - SEDE PRINCIPAL,RURAL,VDA CAPILLA,3142186414,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MEDIA RURAL,POST PRIMARIA,FLEXIBLE ESCUELA INTEGRAL,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,22,23,24,25,26",OFICIAL
BOYACA,15425,MACANAL,115425000014,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,215425000051,GUAVIO,RURAL,VDA GUAVIO,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15425,MACANAL,115425000014,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,215425000116,QUEBRADA NEGRA,RURAL,VDA QUEBRADA NEGRA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15425,MACANAL,115425000014,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,215425000159,MUSEÑO CENTRO,RURAL,VDA MUSEÑO CENTRO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15442,MARIPÍ,215442000057,I.E. LA CABAÑA,215442000120,ESC CONTENTO,RURAL,VDA MARIPI VIEJO SEC CONTENTO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15442,MARIPÍ,215442000057,I.E. LA CABAÑA,215442000049,FOGONES,RURAL,VDA SANTA ROSA MARIPI,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15442,MARIPÍ,315442000264,I.E. JORGE ELIECER GAITAN,115442000036,CONC URB MIX,URBANA,CASCO URB,7265231,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15442,MARIPÍ,315442000264,I.E. JORGE ELIECER GAITAN,215442000090,ESC MARIPI VIEJO,RURAL,VDA MARIPI V IEJO,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15442,MARIPÍ,315442000264,I.E. JORGE ELIECER GAITAN,215442000171,ESC LA CARRERA,RURAL,SECTOR ALTO LA CRA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","-2,-1,0,1,2,3,4,5,21",OFICIAL
BOYACA,15442,MARIPÍ,315442000264,I.E. JORGE ELIECER GAITAN,215442000201,ESC TAPIAS,RURAL,VDA GUAYABAL SEC TAPIAS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15442,MARIPÍ,315442000264,I.E. JORGE ELIECER GAITAN,215442000448,ESC SANTA RITA,RURAL,SECTOR SANTA RITA,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15455,MIRAFLORES,315455000336,INSTITUCION EDUCATIVA RAFAEL POMBO,315455000336,INSTITUCION EDUCATIVA RAFAEL POMBO,URBANA,CL 4 4 04,312 377 05 79,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9",NO OFICIAL
BOYACA,15455,MIRAFLORES,215455000099,I.E. TECNICA MIRAFLORES,215455000056,ESC PIE DE BUENOS AIRES,RURAL,VDA PIE DE BUENOS AIRES,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15464,MONGUA,115464000242,I.E. TECNICA LISANDRO CELY,115464000030,CONC POLICARPA SALAVARRIETA,URBANA,CRA 6 NO-,7772317,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",OFICIAL
BOYACA,15464,MONGUA,115464000242,I.E. TECNICA LISANDRO CELY,215464000131,ESC CANDELARIA,RURAL,MONGUI,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15464,MONGUA,115464000242,I.E. TECNICA LISANDRO CELY,215464000182,ESC EL CARMEN,RURAL,MONGUI,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15466,MONGUÍ,115466000011,I.E. TECNICA JOSE ACEVEDO Y GOMEZ,115466000037,JUAN BAUTISTA CUJAR,URBANA,BR DIVINA MISERICORDIA,7782184,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21,22",OFICIAL
BOYACA,15466,MONGUÍ,115466000151,I.E. TECNICA DE MONGUI,215466000121,ESC RURAL SAN ISIDRO,RURAL,VDA SAN ISIDRO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,22",OFICIAL
BOYACA,15469,MONIQUIRÁ,115469000038,I.E. TECNICA ANTONIO NARIÑO,115469000038,I.E. TECNICA ANTONIO NARIÑO - SEDE PRINCIPAL,URBANA,IND CLL 19 NO 13 SALIDA ALTO DEL GRANADILLO,7282207,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15469,MONIQUIRÁ,115469000038,I.E. TECNICA ANTONIO NARIÑO,115469000402,SEDE ANTONIO RICAURTE,URBANA,IND CLL 19 NO 10 SALIDA ALTO DEL GRANADILLO,7281486,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15469,MONIQUIRÁ,215469000113,I.E. SERAFIN LUENGAS CHACON,215469000296,ESC PUEBLO VIEJO,RURAL,VDA. PUEBLO VIEJO,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,Formación para la reintegración,SER HUMANO","-2,-1,0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15469,MONIQUIRÁ,215469000091,I.E. TECNICA JORDAN,215469000237,ESC CANOAS Y SAN RAFAEL,RURAL,VDA CANOAS Y SAN RAFAEL,3104765873 - 3132246136,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15480,MUZO,215480000133,I.E. NUESTRA SEÑORA DE LA NAVAL,215480000125,ESC BETANIA,RURAL,VDA BETANIA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15491,NOBSA,115491000017,I.E. TECNICA DE NOBSA,215491000119,ESC DICHO,RURAL,VDA DICHO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,MEDIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15494,NUEVO COLÓN,215494000063,I.E. LLANO GRANDE,215494000063,I.E. LLANO GRANDE - SEDE PRINCIPAL,RURAL,VDA. LLANO GRANDE,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15500,OICATÁ,115500000084,I.E. NICOLAS CUERVO Y ROJAS,215500000011,CENT EDUC PORAVITA,RURAL,VDA PORAVITA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15507,OTANCHE,215507000530,I.E. SAN JOSE DE NAZARETH,215507000394,ESC CHAQUIPAY,RURAL,VDA CHAQUIPAY,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15507,OTANCHE,215507000041,I.E. TECNICA SAMUEL IGNACIO SANTAMARIA,215507000785,ESC EL OASIS,RURAL,VDA EL OASIS,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15507,OTANCHE,115507000012,I.E. SAN IGNACIO DE LOYOLA,215507000203,ESC PALENQUE,RURAL,VDA PALENQUE,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23,24",OFICIAL
BOYACA,15507,OTANCHE,115507000012,I.E. SAN IGNACIO DE LOYOLA,215507000297,ESC TAPAZ DEL QUIPE,RURAL,VDA TAPAZ DEL QUIPE,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15507,OTANCHE,115507000012,I.E. SAN IGNACIO DE LOYOLA,215507000751,ESC CAMBUCO,RURAL,VDA CAMBUCO,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15511,PACHAVITA,315511000018,I.E. TECNICA HONORIO ANGEL Y OLARTE,215511000081,ESC AGUAQUIÑA,RURAL,VDA AGUAQUIÑA,7592127,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15514,PÁEZ,115514000249,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,215514000316,ESC CALIFORNIAS,RURAL,VDA CALIFORNIAS,0,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15516,PAIPA,315516000946,COLEGIO RAFAEL POMBO REBOLLEDO,315516000946,COLEGIO RAFAEL POMBO REBOLLEDO,URBANA,KR 16 26 C 06,3118824814 - 3208430827,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
BOYACA,15516,PAIPA,315516000920,LICEO LOS ANGELES,315516000920,LICEO LOS ANGELES,URBANA,KR 21 22 23,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
BOYACA,15516,PAIPA,315516000903,COL JOSE ASUNCION SILVA,315516000903,COL JOSE ASUNCION SILVA,URBANA,CL 22 21 54,7851445 - 3143619980,CIERRE DEFINITIVO,,,,NO OFICIAL
BOYACA,15516,PAIPA,315516000016,I.E. EL ROSARIO,215516000356,ESC MIRABAL,RURAL,VDA MIRABAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15516,PAIPA,315516000016,I.E. EL ROSARIO,215516000666,CENT EDUC CANOCAS,RURAL,VDA CANOCAS,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,23,24",OFICIAL
BOYACA,15516,PAIPA,115516000424,I.E. TOMAS VASQUEZ RODRIGUEZ,215516000429,ESC EL VENADO,RURAL,VDA EL VENADO,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,TELESECUNDARIA","0,1,2,4,5,6,7,8,9,25,26",OFICIAL
BOYACA,15516,PAIPA,215516000542,I.E. TECNICA AGRICOLA,215516000640,CENT EDUC LA ESPERANZA,RURAL,VDA LA ESPERANZA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15516,PAIPA,215516000305,I.E. TECNICA PANTANO DE VARGAS,215516000305,I.E. TECNICA PANTANO DE VARGAS - SEDE PRINCIPAL,RURAL,VDA. PANTANO DE VARGAS,7706243,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,PROPUESTA PARA CAMBIAR ENTORNOS SOCIALES (PACES),EDUCACIÓN TRADICIONAL,TEJIENDO SABERES","6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
BOYACA,15518,PAJARITO,115518000219,I.E. AGROPECUARIA,215518000051,ESC QUEBRADA NEGRA,RURAL,VDA QUEBRADA NEGRA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,TEJIENDO SABERES","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
BOYACA,15518,PAJARITO,115518000219,I.E. AGROPECUARIA,215518000167,SEDE SABANA LARGA,RURAL,VDA. SABANA LARGA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15518,PAJARITO,115518000219,I.E. AGROPECUARIA,215518000027,COL DE EDUC BÁSICA CORINTO,RURAL,VDA CORINTO,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,ESCUELA NUEVA,TEJIENDO SABERES","-1,0,1,2,3,4,5,6,7,8,9,21,22,23,24,25,26",OFICIAL
BOYACA,15518,PAJARITO,115518000219,I.E. AGROPECUARIA,215518000035,SEDE CURISI,RURAL,VDA HUERTAVIEJA SECTOR CURISI,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,TEJIENDO SABERES","0,1,2,3,4,5,22,23,24,25,26",OFICIAL
